domain,cohort,window,client_key,named,depth,has_number,metric_kinds,bucket_industry,bucket_craft,bucket_job,bucket_channel,bucket_model,bucket_stage,bucket_geo
wveen.com,narrower,before,dartworldnl,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,speeltuinjeugdlandv2,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,scootershophillegom,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,multidienstennoordholland,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,guusbauer,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,gsmreparatiebree,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,dezonnepaneelreiniger,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,pictureyourmomentv1,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,gsmdoclisse,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,gsmdocbelgiev1,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,glazenwasserijnl,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,hyperionconsultancy,Y,logo-only,N,,,unknown,,,,,
wveen.com,narrower,before,,N,logo-only,N,,,unknown,,,,,
wveen.com,narrower,before,renomarmer,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,madlen,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,dezonnepanelenreiniger,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,gsmdoc,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,gsmdocbelgie,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,gsmreparatiebreebelgie,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,deregelaar,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,denieuwepolitiek,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,radio4all,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,judithvandrunen,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,jobmannbelgie,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,hyperionconsultancy,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,williamhillegom,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,speeltuinjeugdlandv1,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,oliebollentaxi,Y,logo-only,N,,,Webshop & e-commerce,,Webshop & e-commerceplatform,,,
wveen.com,narrower,before,ijssaloncadore,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,hyperiontraining,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,homevast,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,gsmpointv2,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,gsmpointv1,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,firefusion,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,degroeneuitdaging,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,clarox,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,bootgarage,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,acmedia,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,voegbedrijfzakhole,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,voegbedrijfzakhole,Y,logo-only,N,,,SEO & vindbaarheid,,SEO & organische vindbaarheid,,,
wveen.com,narrower,before,lbrepairsinbelgie,Y,logo-only,N,,,Website & webdesign,,,,,
wveen.com,narrower,before,vapeholland,Y,logo-only,N,,,Webshop & e-commerce,,Webshop & e-commerceplatform,,,
wveen.com,narrower,before,degroeneuitdaging,Y,full-case-page,N,,,Website & webdesign,,,,,
pixoyo.nl,control,after,yoursafe,Y,summary-tile,N,,,unknown,,,,,
playforward.nl,control,after,matthiashaalstra,Y,quote-testimonial,N,,,Campagnes & creatieve concepten,,,,,
playforward.nl,control,after,topcats,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,,,,
playforward.nl,control,after,reneegroot,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,,,,
playforward.nl,control,after,deschakel,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,,,,Nederlandse stad of plaats
playforward.nl,control,after,puckblommers,Y,quote-testimonial,N,,,,,,,,
playforward.nl,control,after,wdeleeuw,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,,,,
playforward.nl,control,after,jildert,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,,,,
playforward.nl,control,after,sandrajans,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,,,,
playforward.nl,control,after,mikebakker,Y,quote-testimonial,N,,,,,,,,
playforward.nl,control,after,andreaferreira,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,,,,
playforward.nl,control,after,variopool,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,,,,
playforward.nl,control,after,remcokroonsberg,Y,quote-testimonial,N,,,,,,,,
playforward.nl,control,after,heinzjankowsky,Y,quote-testimonial,N,,,unknown,,,,,
playforward.nl,control,after,sorgente,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,,,,
playforward.nl,control,after,flexim,Y,quote-testimonial,N,,,"Video, animatie & fotografie",Webshop & online verkoop,Webshop & e-commerceplatform,Webshop consumenten (D2C),,
playforward.nl,control,after,tebulorobotics,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,,,,
playforward.nl,control,after,aclairshop,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,,,,
playforward.nl,control,after,koks,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,Offline media & events,,,
playforward.nl,control,after,ambrero,Y,quote-testimonial,Y,ad_performance;reach_views,,"Video, animatie & fotografie",,Multi-channel & omnichannel,,,
playforward.nl,control,after,creonkozijnen,Y,quote-testimonial,Y,other,,"Video, animatie & fotografie",,Offline media & events,,,
playforward.nl,control,after,janarentsz,Y,quote-testimonial,N,,Education & childcare,"Video, animatie & fotografie",,,,,
modernemeesters.nl,control,after,eulift,Y,summary-tile,N,,,Website & webdesign,,,,,
modernemeesters.nl,control,after,fooddancejoy,Y,summary-tile,N,,,Branding & huisstijl,,,,,
modernemeesters.nl,control,after,fooddancejoy,Y,summary-tile,N,,,Website & webdesign,,,,,
modernemeesters.nl,control,after,rodirotatiedruk,Y,summary-tile,N,,,Website & webdesign,,,,,
modernemeesters.nl,control,after,fundamental,Y,summary-tile,N,,Education & childcare,Branding & huisstijl,Content & creatieve productie,,,,
tomorrowmen.nl,control,after,soccerfanshop,Y,full-case-page,Y,revenue_sales,Retail & e-commerce (general consumer goods),Website & webdesign,Groei & nieuwe markten,Marktplaatsen & feeds,Webshop consumenten (D2C),Omvang in cijfers,Nederlandse stad of plaats
tomorrowmen.nl,control,after,candyspot,Y,full-case-page,Y,traffic,Retail & e-commerce (general consumer goods),Content & copywriting,Content & creatieve productie,"Data, tracking & CRO",Consumentenmarkt offline,Omvang in cijfers,Nederland plus buurlanden
tomorrowmen.nl,control,after,kampeerhalroden,Y,full-case-page,Y,other,Retail & e-commerce (general consumer goods),Content & copywriting,"Merk, huisstijl & verhaal",Marktplaatsen & feeds,Webshop consumenten (D2C),Omvang in cijfers,Nederland plus buurlanden
tomorrowmen.nl,control,after,hollandbarrett,Y,full-case-page,Y,revenue_sales,"Food, beverage & agriculture",Campagnes & creatieve concepten,Klantbehoud & loyaliteit,"SEA, display & overige paid advertising",Webshop consumenten (D2C),Omvang in cijfers,Heel Nederland (landelijk)
tomorrowmen.nl,control,after,candyspot,Y,full-case-page,Y,reach_views,Retail & e-commerce (general consumer goods),Campagnes & creatieve concepten,Klantbehoud & loyaliteit,Social media organisch,Consumentenmarkt offline,Omvang in cijfers,
rocketing.nl,narrower,after,alpro,Y,full-case-page,N,,"Food, beverage & agriculture","E-mailmarketing, automation & funnels","Meer leads, aanvragen & verkoop","E-mail, CRM & marketing automation",Zakelijke afnemers (B2B),,Heel Nederland (landelijk)
rocketing.nl,narrower,after,argeta,Y,full-case-page,Y,reach_views,,Campagnes & creatieve concepten,Naamsbekendheid & zichtbaarheid,Social media organisch,,,Heel Nederland (landelijk)
rocketing.nl,narrower,after,bisonboltonadhesives,Y,full-case-page,N,,Retail & e-commerce (general consumer goods),unknown,Events & activaties,unknown,,,
rocketing.nl,narrower,after,bison,Y,full-case-page,Y,other,unknown,Strategie & advies,Events & activaties,,,,Nederlandse stad of plaats
rocketing.nl,narrower,after,boltonnlborotalco,Y,full-case-page,N,,"Fashion, beauty & personal goods","Online marketing, performance & CRO",Naamsbekendheid & zichtbaarheid,Website & CMS,,,Heel Nederland (landelijk)
trimm.nl,narrower,before,itec,Y,full-case-page,N,,Manufacturing & industrial,UX/UI & interface design,Maatwerk software & efficiëntere processen,,,,
trimm.nl,narrower,before,malvernpanalytical,Y,full-case-page,N,,Manufacturing & industrial,Campagnes & creatieve concepten,Lancering nieuw product of concept,Offline media & events,,,
trimm.nl,narrower,before,nexperia,Y,full-case-page,N,,"Transport, logistics & automotive",UX/UI & interface design,Maatwerk software & efficiëntere processen,,,,
trimm.nl,narrower,before,philipshue,Y,full-case-page,Y,revenue_sales;conversion,Manufacturing & industrial,Website & webdesign,"Meer leads, aanvragen & verkoop",Website & CMS,Webshop consumenten (D2C),,Internationaal / wereldwijd
trimm.nl,narrower,before,247tailorsteel,Y,summary-tile,N,,Manufacturing & industrial,Apps & maatwerk platforms,unknown,,,Startup / jong / groeiend,Europa
trimm.nl,narrower,before,nexperia,Y,summary-tile,N,,,Apps & maatwerk platforms,Maatwerk software & efficiëntere processen,,,,
trimm.nl,narrower,before,signify,Y,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",Maatwerk software & efficiëntere processen,,Zakelijke afnemers (B2B),,
trimm.nl,narrower,before,mitsubishichemical,Y,summary-tile,N,,,Strategie & advies,Klantbehoud & loyaliteit,Webshop & e-commerceplatform,,,
trimm.nl,narrower,before,dsm,Y,summary-tile,N,,,unknown,Events & activaties,Apps & custom platforms,,,Internationaal / wereldwijd
trimm.nl,narrower,before,philipshue,Y,summary-tile,Y,revenue_sales;conversion,,"Online marketing, performance & CRO",,Multi-channel & omnichannel,,,Internationaal / wereldwijd
statement.nl,control,after,gemeentegroningen,Y,full-case-page,N,,Government & public sector,"Video, animatie & fotografie",unknown,,,,Nederlandse stad of plaats
statement.nl,control,after,provinciedrenthe,Y,full-case-page,N,,,"Video, animatie & fotografie",unknown,,,,Regionaal (binnen Nederland)
statement.nl,control,after,,N,summary-tile,N,,,unknown,,,,,
statement.nl,control,after,,N,summary-tile,N,,,"Video, animatie & fotografie",,,,,Heel Nederland (landelijk)
statement.nl,control,after,aswa,Y,summary-tile,N,,,Strategie & advies,,"Content, video & PR",,,
statement.nl,control,after,deploeg,Y,summary-tile,N,,,Campagnes & creatieve concepten,,"Branding, campagne & activatie",,,
statement.nl,control,after,chemieparkdelfzijl,Y,logo-only,N,,,,,,,,Nederlandse stad of plaats
statement.nl,control,after,,N,summary-tile,N,,,unknown,,,,,Regionaal (binnen Nederland)
statement.nl,control,after,,N,summary-tile,N,,,unknown,,,,,Nederlandse stad of plaats
statement.nl,control,after,,N,summary-tile,N,,,unknown,,,,,unknown
statement.nl,control,after,,N,summary-tile,N,,,"Video, animatie & fotografie",,,,,Nederlandse stad of plaats
statement.nl,control,after,gemeenteassen,Y,summary-tile,N,,,"Video, animatie & fotografie",,,,,Nederlandse stad of plaats
statement.nl,control,after,,N,summary-tile,N,,,unknown,,,,,unknown
statement.nl,control,after,humanitas,Y,logo-only,N,,,,,,,,
statement.nl,control,after,kremerzandengrind,Y,logo-only,N,,,,,,,,
statement.nl,control,after,,N,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,"Content, video & PR",,,Regionaal (binnen Nederland)
statement.nl,control,after,drajacobscollege,Y,summary-tile,N,,,"Video, animatie & fotografie",,,,,
statement.nl,control,after,omchanzekliniek,Y,summary-tile,N,,,Branding & huisstijl,,,,,
statement.nl,control,after,gemeentegroningen,Y,summary-tile,N,,,"Video, animatie & fotografie",,,,,Regionaal (binnen Nederland)
statement.nl,control,after,,N,summary-tile,N,,,"Video, animatie & fotografie",,,,,
statement.nl,control,after,,N,summary-tile,N,,,unknown,,,,,Nederlandse stad of plaats
statement.nl,control,after,avadviesbureau,Y,summary-tile,N,,,Website & webdesign,,Website & CMS,,,
strangelove.nl,narrower,before,bunzl,Y,summary-tile,N,,,Content & copywriting,,"Content, video & PR",,,
strangelove.nl,narrower,before,guideid,Y,summary-tile,N,,"Hospitality, tourism, sports & recreation",Branding & huisstijl,,,,,
strangelove.nl,narrower,after,kienhuislegal,Y,summary-tile,N,,,Branding & huisstijl,,Website & CMS,,,
strangelove.nl,narrower,after,olympischstadion,Y,summary-tile,N,,,Campagnes & creatieve concepten,,"SEA, display & overige paid advertising",,,
strangelove.nl,narrower,after,gooddays,Y,summary-tile,N,,,Branding & huisstijl,,Website & CMS,,,
strangelove.nl,narrower,after,,Y,summary-tile,N,,,Branding & huisstijl,,Website & CMS,,,
sherpagrafischontwerp.nl,narrower,before,biomedic,Y,full-case-page,N,,Healthcare & care,Website & webdesign,,,,,
sherpagrafischontwerp.nl,narrower,before,commandobusinessclub,Y,full-case-page,N,,,Website & webdesign,,,,,
maibru.com,control,after,pharosadvocaten,Y,summary-tile,N,,Business & professional services,unknown,,,,,
maibru.com,control,after,skulpt,Y,summary-tile,N,,Healthcare & care,unknown,,,,,
maibru.com,control,after,merem,Y,summary-tile,N,,Healthcare & care,unknown,,,,,
maibru.com,control,after,sigbar,Y,summary-tile,N,,"Software, IT & telecom",unknown,,,,,
maibru.com,control,after,ontmoetelza,Y,summary-tile,N,,Healthcare & care,Apps & maatwerk platforms,,,,,Regionaal (binnen Nederland)
maibru.com,control,after,mirato,Y,summary-tile,N,,"Construction, real estate & housing",unknown,,,,,
maibru.com,control,after,hcscompany,Y,summary-tile,N,,"Software, IT & telecom",unknown,,,,,
maibru.com,control,after,foundedinfriesland,Y,summary-tile,N,,Government & public sector,unknown,,,,,
maibru.com,control,after,gemeentesdwestfrysln,Y,summary-tile,N,,Government & public sector,unknown,,,,Groot / corporate / marktleider,
webinzicht.nl,control,after,artisanstuccomortars,Y,full-case-page,N,,"Construction, real estate & housing",Branding & huisstijl,,,,Klein / zelfstandig,
webinzicht.nl,control,after,vanhetwad,Y,full-case-page,N,,"Hospitality, tourism, sports & recreation",Website & webdesign,,Website & CMS,,,Regionaal (binnen Nederland)
webinzicht.nl,control,after,bastionhotels,Y,full-case-page,N,,"Hospitality, tourism, sports & recreation",Strategie & advies,,"Content, video & PR",,,Nederlandse stad of plaats
webinzicht.nl,control,after,hofkamp,Y,full-case-page,N,,"Construction, real estate & housing",Website & webdesign,,,,,
panbranding.nl,narrower,after,hembrugzaandammer,Y,full-case-page,N,,"Hospitality, tourism, sports & recreation",Branding & huisstijl,"Merk, huisstijl & verhaal",,,,Nederlandse stad of plaats
panbranding.nl,narrower,after,kunstaantafel,Y,full-case-page,N,,"Media, culture & entertainment",Branding & huisstijl,,,,,Nederlandse stad of plaats
panbranding.nl,narrower,after,h2storage,Y,full-case-page,N,,"Energy, utilities & environment",Branding & huisstijl,"Merk, huisstijl & verhaal",Website & CMS,,Startup / jong / groeiend,Heel Nederland (landelijk)
panbranding.nl,narrower,after,bam,Y,summary-tile,N,,"Construction, real estate & housing",Apps & maatwerk platforms,,,,unknown,
panbranding.nl,narrower,after,powergirlz,Y,summary-tile,N,,"Nonprofits, charities & associations",,unknown,,,,
panbranding.nl,narrower,after,budlr,Y,summary-tile,N,,Finance & insurance,,,,,,
panbranding.nl,narrower,after,redsaam,Y,summary-tile,N,,Healthcare & care,,,,,Startup / jong / groeiend,
panbranding.nl,narrower,after,logville,Y,full-case-page,N,,"Transport, logistics & automotive","Grafisch ontwerp, drukwerk & print",Bewustwording & gedragsverandering,Apps & custom platforms,,,unknown
panbranding.nl,narrower,after,logville,Y,full-case-page,N,,"Transport, logistics & automotive","Grafisch ontwerp, drukwerk & print",,Apps & custom platforms,,,Nederland plus buurlanden
junnect.nl,control,after,avistaoil,Y,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
junnect.nl,control,after,deprinterstore,Y,summary-tile,N,,,"Online marketing, performance & CRO",,,,,
junnect.nl,control,after,stichtingcarnavalroosendaal,Y,summary-tile,N,,,unknown,,,,,
junnect.nl,control,after,deprinterstore,Y,summary-tile,N,,,Website & webdesign,,,,,
junnect.nl,control,after,stichtingcarnavalroosendaal,Y,summary-tile,N,,,unknown,,,,,
junnect.nl,control,after,deprinterstore,Y,summary-tile,N,,,Website & webdesign,,,,,
junnect.nl,control,after,dwprefab,Y,summary-tile,N,,,Website & webdesign,,,,,
junnect.nl,control,after,gemeentevenlo,Y,summary-tile,N,,,Apps & maatwerk platforms,,,,,
junnect.nl,control,after,naampatch,Y,summary-tile,N,,,"Video, animatie & fotografie",,,,,
junnect.nl,control,after,gspotfestival,Y,summary-tile,N,,,Website & webdesign,,,,,
junnect.nl,control,after,kunstbende,Y,summary-tile,N,,,Online adverteren (paid ads),,,,,
junnect.nl,control,after,hetwapenvanroosendaal,Y,summary-tile,N,,,Social media content & beheer,,,,,
junnect.nl,control,after,autoservicehopman,Y,summary-tile,N,,,SEO & vindbaarheid,,,,,
junnect.nl,control,after,anouksevents,Y,summary-tile,N,,,Website & webdesign,,,,,
junnect.nl,control,after,39graden,Y,summary-tile,N,,,Website & webdesign,,,,,
junnect.nl,control,after,humansafetyalliance,Y,summary-tile,N,,,Website & webdesign,,,,,
junnect.nl,control,after,avistaoil,Y,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
junnect.nl,control,after,deprinterstore,Y,summary-tile,N,,,"Online marketing, performance & CRO",,,,,
junnect.nl,control,after,stichtingcarnavalroosendaal,Y,summary-tile,N,,,unknown,,,,,
junnect.nl,control,after,deprinterstore,Y,summary-tile,N,,,Website & webdesign,,,,,
junnect.nl,control,after,cleijsen,Y,summary-tile,N,,,SEO & vindbaarheid,,SEO & organische vindbaarheid,,,
junnect.nl,control,after,wubbenoil,Y,summary-tile,N,,,Social media content & beheer,,Social media organisch,,,
junnect.nl,control,after,hypoexpert,Y,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
junnect.nl,control,after,dwprefab,Y,summary-tile,N,,,Website & webdesign,,,,,
junnect.nl,control,after,lightinova,Y,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
junnect.nl,control,after,gemeentevenlo,Y,summary-tile,N,,,Apps & maatwerk platforms,,,,,
junnect.nl,control,after,naampatch,Y,summary-tile,N,,,"Video, animatie & fotografie",,,,,
junnect.nl,control,after,gspotfestival,Y,summary-tile,N,,,Website & webdesign,,,,,
junnect.nl,control,after,kunstbende,Y,summary-tile,N,,,Online adverteren (paid ads),,,,,
junnect.nl,control,after,flexfestival,Y,summary-tile,N,,,Social media content & beheer,,"SEA, display & overige paid advertising",,,
junnect.nl,control,after,hetwapenvanroosendaal,Y,summary-tile,N,,,Social media content & beheer,,,,,
